Year_Week,year,week,Retail Market,Vegetable,mean_farmer_price
2013-w41,2013,w41,Anuradhapura,BEETROOT,16.8
2013-w42,2013,w42,Anuradhapura,BEETROOT,18.4
2013-w43,2013,w43,Anuradhapura,BEETROOT,16.95
2013-w44,2013,w44,Anuradhapura,BEETROOT,18.15
2013-w45,2013,w45,Anuradhapura,BEETROOT,21.6
2013-w46,2013,w46,Anuradhapura,BEETROOT,24.7
2013-w47,2013,w47,Anuradhapura,BEETROOT,34.6
2013-w48,2013,w48,Anuradhapura,BEETROOT,36.5
2013-w49,2013,w49,Anuradhapura,BEETROOT,36.6
2013-w50,2013,w50,Anuradhapura,BEETROOT,33.1
2013-w51,2013,w51,Anuradhapura,BEETROOT,31.4
2013-w52,2013,w52,Anuradhapura,BEETROOT,35.3
2014-w1,2014,w1,Anuradhapura,BEETROOT,34.8
2014-w2,2014,w2,Anuradhapura,BEETROOT,36.6
2014-w3,2014,w3,Anuradhapura,BEETROOT,35.0
2014-w4,2014,w4,Anuradhapura,BEETROOT,30.67
2014-w5,2014,w5,Anuradhapura,BEETROOT,34.15
2014-w6,2014,w6,Anuradhapura,BEETROOT,32.52
2014-w7,2014,w7,Anuradhapura,BEETROOT,32.12
2014-w8,2014,w8,Anuradhapura,BEETROOT,23.6
2014-w9,2014,w9,Anuradhapura,BEETROOT,22.3
2014-w10,2014,w10,Anuradhapura,BEETROOT,18.73
2014-w11,2014,w11,Anuradhapura,BEETROOT,24.12
2014-w12,2014,w12,Anuradhapura,BEETROOT,26.1
2014-w13,2014,w13,Anuradhapura,BEETROOT,31.4
2014-w14,2014,w14,Anuradhapura,BEETROOT,24.8
2014-w15,2014,w15,Anuradhapura,BEETROOT,27.15
2014-w16,2014,w16,Anuradhapura,BEETROOT,29.5
2014-w17,2014,w17,Anuradhapura,BEETROOT,28.48
2014-w18,2014,w18,Anuradhapura,BEETROOT,28.2
2014-w19,2014,w19,Anuradhapura,BEETROOT,29.58
2014-w20,2014,w20,Anuradhapura,BEETROOT,37.9
2014-w21,2014,w21,Anuradhapura,BEETROOT,54.1
2014-w22,2014,w22,Anuradhapura,BEETROOT,57.8
2014-w23,2014,w23,Anuradhapura,BEETROOT,58.5
2014-w24,2014,w24,Anuradhapura,BEETROOT,71.75
2014-w25,2014,w25,Anuradhapura,BEETROOT,69.7
2014-w26,2014,w26,Anuradhapura,BEETROOT,72.38
2014-w27,2014,w27,Anuradhapura,BEETROOT,79.9
2014-w28,2014,w28,Anuradhapura,BEETROOT,78.1
2014-w29,2014,w29,Anuradhapura,BEETROOT,80.9
2014-w30,2014,w30,Anuradhapura,BEETROOT,66.9
2014-w31,2014,w31,Anuradhapura,BEETROOT,54.4
2014-w32,2014,w32,Anuradhapura,BEETROOT,40.0
2014-w33,2014,w33,Anuradhapura,BEETROOT,37.4
2014-w34,2014,w34,Anuradhapura,BEETROOT,34.6
2014-w35,2014,w35,Anuradhapura,BEETROOT,76.4
2014-w36,2014,w36,Anuradhapura,BEETROOT,33.7
2014-w37,2014,w37,Anuradhapura,BEETROOT,38.2
2014-w38,2014,w38,Anuradhapura,BEETROOT,38.2
2014-w39,2014,w39,Anuradhapura,BEETROOT,35.7
2014-w40,2014,w40,Anuradhapura,BEETROOT,34.4
2014-w41,2014,w41,Anuradhapura,BEETROOT,32.9
2014-w42,2014,w42,Anuradhapura,BEETROOT,39.5
2014-w43,2014,w43,Anuradhapura,BEETROOT,46.1
2014-w44,2014,w44,Anuradhapura,BEETROOT,46.1
2014-w45,2014,w45,Anuradhapura,BEETROOT,80.7
2014-w46,2014,w46,Anuradhapura,BEETROOT,84.1
2014-w47,2014,w47,Anuradhapura,BEETROOT,96.7
2014-w48,2014,w48,Anuradhapura,BEETROOT,97.7
2014-w49,2014,w49,Anuradhapura,BEETROOT,100.2
2014-w50,2014,w50,Anuradhapura,BEETROOT,130.5
2014-w51,2014,w51,Anuradhapura,BEETROOT,129.12
2014-w52,2014,w52,Anuradhapura,BEETROOT,117.0
2015-w1,2015,w1,Anuradhapura,BEETROOT,123.0
2015-w2,2015,w2,Anuradhapura,BEETROOT,123.0
2015-w3,2015,w3,Anuradhapura,BEETROOT,176.67
2015-w4,2015,w4,Anuradhapura,BEETROOT,150.5
2015-w5,2015,w5,Anuradhapura,BEETROOT,81.8
2015-w6,2015,w6,Anuradhapura,BEETROOT,50.2
2015-w7,2015,w7,Anuradhapura,BEETROOT,46.3
2015-w8,2015,w8,Anuradhapura,BEETROOT,46.6
2015-w9,2015,w9,Anuradhapura,BEETROOT,42.6
2015-w10,2015,w10,Anuradhapura,BEETROOT,42.2
2015-w11,2015,w11,Anuradhapura,BEETROOT,37.0
2015-w12,2015,w12,Anuradhapura,BEETROOT,38.8
2015-w13,2015,w13,Anuradhapura,BEETROOT,29.6
2015-w14,2015,w14,Anuradhapura,BEETROOT,31.0
2015-w15,2015,w15,Anuradhapura,BEETROOT,31.7
2015-w16,2015,w16,Anuradhapura,BEETROOT,32.4
2015-w17,2015,w17,Anuradhapura,BEETROOT,32.1
2015-w18,2015,w18,Anuradhapura,BEETROOT,32.6
2015-w19,2015,w19,Anuradhapura,BEETROOT,45.1
2015-w20,2015,w20,Anuradhapura,BEETROOT,59.4
2015-w21,2015,w21,Anuradhapura,BEETROOT,67.0
2015-w22,2015,w22,Anuradhapura,BEETROOT,74.9
2015-w23,2015,w23,Anuradhapura,BEETROOT,76.8
2015-w24,2015,w24,Anuradhapura,BEETROOT,82.2
2015-w25,2015,w25,Anuradhapura,BEETROOT,81.7
2015-w26,2015,w26,Anuradhapura,BEETROOT,77.6
2015-w27,2015,w27,Anuradhapura,BEETROOT,81.0
2015-w28,2015,w28,Anuradhapura,BEETROOT,77.7
2015-w29,2015,w29,Anuradhapura,BEETROOT,66.1
2015-w30,2015,w30,Anuradhapura,BEETROOT,52.6
2015-w31,2015,w31,Anuradhapura,BEETROOT,46.5
2015-w32,2015,w32,Anuradhapura,BEETROOT,31.0
2015-w33,2015,w33,Anuradhapura,BEETROOT,31.0
2015-w34,2015,w34,Anuradhapura,BEETROOT,23.0
2015-w35,2015,w35,Anuradhapura,BEETROOT,22.7
2015-w36,2015,w36,Anuradhapura,BEETROOT,18.2
2015-w37,2015,w37,Anuradhapura,BEETROOT,20.3
2015-w38,2015,w38,Anuradhapura,BEETROOT,21.5
2015-w39,2015,w39,Anuradhapura,BEETROOT,21.1
2015-w40,2015,w40,Anuradhapura,BEETROOT,22.4
2015-w41,2015,w41,Anuradhapura,BEETROOT,25.5
2015-w42,2015,w42,Anuradhapura,BEETROOT,27.82
2015-w43,2015,w43,Anuradhapura,BEETROOT,35.2
2015-w44,2015,w44,Anuradhapura,BEETROOT,45.6
2015-w45,2015,w45,Anuradhapura,BEETROOT,58.5
2015-w46,2015,w46,Anuradhapura,BEETROOT,78.5
2015-w47,2015,w47,Anuradhapura,BEETROOT,78.5
2015-w48,2015,w48,Anuradhapura,BEETROOT,100.0
2015-w49,2015,w49,Anuradhapura,BEETROOT,116.5
2015-w50,2015,w50,Anuradhapura,BEETROOT,119.5
2015-w51,2015,w51,Anuradhapura,BEETROOT,146.0
2015-w52,2015,w52,Anuradhapura,BEETROOT,146.0
2016-w1,2016,w1,Anuradhapura,BEETROOT,181.0
2016-w2,2016,w2,Anuradhapura,BEETROOT,142.62
2016-w3,2016,w3,Anuradhapura,BEETROOT,167.62
2016-w4,2016,w4,Anuradhapura,BEETROOT,115.0
2016-w5,2016,w5,Anuradhapura,BEETROOT,68.0
2016-w6,2016,w6,Anuradhapura,BEETROOT,70.6
2016-w7,2016,w7,Anuradhapura,BEETROOT,62.9
2016-w8,2016,w8,Anuradhapura,BEETROOT,46.0
2016-w9,2016,w9,Anuradhapura,BEETROOT,44.2
2016-w10,2016,w10,Anuradhapura,BEETROOT,43.6
2016-w11,2016,w11,Anuradhapura,BEETROOT,48.7
2016-w12,2016,w12,Anuradhapura,BEETROOT,55.6
2016-w13,2016,w13,Anuradhapura,BEETROOT,58.7
2016-w14,2016,w14,Anuradhapura,BEETROOT,58.4
2016-w15,2016,w15,Anuradhapura,BEETROOT,61.6
2016-w16,2016,w16,Anuradhapura,BEETROOT,57.9
2016-w17,2016,w17,Anuradhapura,BEETROOT,64.1
2016-w18,2016,w18,Anuradhapura,BEETROOT,76.0
2016-w19,2016,w19,Anuradhapura,BEETROOT,73.7
2016-w20,2016,w20,Anuradhapura,BEETROOT,78.6
2016-w21,2016,w21,Anuradhapura,BEETROOT,86.0
2016-w22,2016,w22,Anuradhapura,BEETROOT,111.0
2016-w23,2016,w23,Anuradhapura,BEETROOT,122.5
2016-w24,2016,w24,Anuradhapura,BEETROOT,161.75
2016-w25,2016,w25,Anuradhapura,BEETROOT,143.5
2016-w26,2016,w26,Anuradhapura,BEETROOT,125.7
2016-w27,2016,w27,Anuradhapura,BEETROOT,102.4
2016-w28,2016,w28,Anuradhapura,BEETROOT,94.5
2016-w29,2016,w29,Anuradhapura,BEETROOT,93.2
2016-w30,2016,w30,Anuradhapura,BEETROOT,51.9
2016-w31,2016,w31,Anuradhapura,BEETROOT,39.2
2016-w32,2016,w32,Anuradhapura,BEETROOT,41.0
2016-w33,2016,w33,Anuradhapura,BEETROOT,32.6
2016-w34,2016,w34,Anuradhapura,BEETROOT,30.3
2016-w35,2016,w35,Anuradhapura,BEETROOT,28.1
2016-w36,2016,w36,Anuradhapura,BEETROOT,27.4
2016-w37,2016,w37,Anuradhapura,BEETROOT,32.8
2016-w38,2016,w38,Anuradhapura,BEETROOT,32.3
2016-w39,2016,w39,Anuradhapura,BEETROOT,29.0
2016-w40,2016,w40,Anuradhapura,BEETROOT,29.4
2016-w41,2016,w41,Anuradhapura,BEETROOT,31.9
2016-w42,2016,w42,Anuradhapura,BEETROOT,35.6
2016-w43,2016,w43,Anuradhapura,BEETROOT,35.3
2016-w44,2016,w44,Anuradhapura,BEETROOT,31.7
2016-w45,2016,w45,Anuradhapura,BEETROOT,30.5
2016-w46,2016,w46,Anuradhapura,BEETROOT,27.5
2016-w47,2016,w47,Anuradhapura,BEETROOT,27.6
2016-w48,2016,w48,Anuradhapura,BEETROOT,37.5
2016-w49,2016,w49,Anuradhapura,BEETROOT,46.8
2016-w50,2016,w50,Anuradhapura,BEETROOT,42.1
2016-w51,2016,w51,Anuradhapura,BEETROOT,39.5
2016-w52,2016,w52,Anuradhapura,BEETROOT,38.3
2017-w1,2017,w1,Anuradhapura,BEETROOT,34.4
2017-w2,2017,w2,Anuradhapura,BEETROOT,33.8
2017-w3,2017,w3,Anuradhapura,BEETROOT,30.4
2017-w4,2017,w4,Anuradhapura,BEETROOT,33.4
2017-w5,2017,w5,Anuradhapura,BEETROOT,22.6
2017-w6,2017,w6,Anuradhapura,BEETROOT,28.0
2017-w7,2017,w7,Anuradhapura,BEETROOT,27.3
2017-w8,2017,w8,Anuradhapura,BEETROOT,33.2
2017-w9,2017,w9,Anuradhapura,BEETROOT,35.9
2017-w10,2017,w10,Anuradhapura,BEETROOT,36.6
2017-w11,2017,w11,Anuradhapura,BEETROOT,36.3
2017-w12,2017,w12,Anuradhapura,BEETROOT,36.8
2017-w13,2017,w13,Anuradhapura,BEETROOT,50.5
2017-w14,2017,w14,Anuradhapura,BEETROOT,73.9
2017-w15,2017,w15,Anuradhapura,BEETROOT,84.05
2017-w16,2017,w16,Anuradhapura,BEETROOT,94.2
2017-w17,2017,w17,Anuradhapura,BEETROOT,93.0
2017-w18,2017,w18,Anuradhapura,BEETROOT,94.5
2017-w19,2017,w19,Anuradhapura,BEETROOT,91.2
2017-w20,2017,w20,Anuradhapura,BEETROOT,86.0
2017-w21,2017,w21,Anuradhapura,BEETROOT,80.6
2017-w22,2017,w22,Anuradhapura,BEETROOT,80.03
2017-w23,2017,w23,Anuradhapura,BEETROOT,82.5
2017-w24,2017,w24,Anuradhapura,BEETROOT,75.53
2017-w25,2017,w25,Anuradhapura,BEETROOT,68.55
2017-w26,2017,w26,Anuradhapura,BEETROOT,61.58
2017-w27,2017,w27,Anuradhapura,BEETROOT,54.6
2017-w28,2017,w28,Anuradhapura,BEETROOT,50.5
2017-w29,2017,w29,Anuradhapura,BEETROOT,46.2
2017-w30,2017,w30,Anuradhapura,BEETROOT,34.4
2017-w31,2017,w31,Anuradhapura,BEETROOT,32.8
2017-w32,2017,w32,Anuradhapura,BEETROOT,29.8
2017-w33,2017,w33,Anuradhapura,BEETROOT,28.5
2017-w34,2017,w34,Anuradhapura,BEETROOT,29.1
2017-w35,2017,w35,Anuradhapura,BEETROOT,31.3
2017-w36,2017,w36,Anuradhapura,BEETROOT,33.1
2017-w37,2017,w37,Anuradhapura,BEETROOT,35.8
2017-w38,2017,w38,Anuradhapura,BEETROOT,37.6
2017-w39,2017,w39,Anuradhapura,BEETROOT,45.0
2017-w40,2017,w40,Anuradhapura,BEETROOT,52.4
2017-w41,2017,w41,Anuradhapura,BEETROOT,57.2
2017-w42,2017,w42,Anuradhapura,BEETROOT,59.4
2017-w43,2017,w43,Anuradhapura,BEETROOT,52.9
2017-w44,2017,w44,Anuradhapura,BEETROOT,52.0
2017-w45,2017,w45,Anuradhapura,BEETROOT,53.05
2017-w46,2017,w46,Anuradhapura,BEETROOT,48.9
2017-w47,2017,w47,Anuradhapura,BEETROOT,89.2
2017-w48,2017,w48,Anuradhapura,BEETROOT,96.2
2017-w49,2017,w49,Anuradhapura,BEETROOT,112.0
2017-w50,2017,w50,Anuradhapura,BEETROOT,118.5
2017-w51,2017,w51,Anuradhapura,BEETROOT,131.0
2017-w52,2017,w52,Anuradhapura,BEETROOT,129.5
2018-w1,2018,w1,Anuradhapura,BEETROOT,130.5
2018-w2,2018,w2,Anuradhapura,BEETROOT,108.2
2018-w3,2018,w3,Anuradhapura,BEETROOT,82.6
2018-w4,2018,w4,Anuradhapura,BEETROOT,58.4
2018-w5,2018,w5,Anuradhapura,BEETROOT,43.8
2018-w6,2018,w6,Anuradhapura,BEETROOT,42.8
2018-w7,2018,w7,Anuradhapura,BEETROOT,38.3
2018-w8,2018,w8,Anuradhapura,BEETROOT,29.7
2018-w9,2018,w9,Anuradhapura,BEETROOT,28.5
2018-w10,2018,w10,Anuradhapura,BEETROOT,22.7
2018-w11,2018,w11,Anuradhapura,BEETROOT,22.0
2018-w12,2018,w12,Anuradhapura,BEETROOT,17.4
2018-w13,2018,w13,Anuradhapura,BEETROOT,20.7
2018-w14,2018,w14,Anuradhapura,BEETROOT,19.8
2018-w15,2018,w15,Anuradhapura,BEETROOT,15.2
2018-w16,2018,w16,Anuradhapura,BEETROOT,16.9
2018-w17,2018,w17,Anuradhapura,BEETROOT,15.8
2018-w18,2018,w18,Anuradhapura,BEETROOT,16.0
2018-w19,2018,w19,Anuradhapura,BEETROOT,29.1
2018-w20,2018,w20,Anuradhapura,BEETROOT,41.8
2018-w21,2018,w21,Anuradhapura,BEETROOT,40.1
2018-w22,2018,w22,Anuradhapura,BEETROOT,49.4
2018-w23,2018,w23,Anuradhapura,BEETROOT,75.4
2018-w24,2018,w24,Anuradhapura,BEETROOT,86.5
2018-w25,2018,w25,Anuradhapura,BEETROOT,86.0
2018-w26,2018,w26,Anuradhapura,BEETROOT,114.0
2018-w27,2018,w27,Anuradhapura,BEETROOT,119.5
2018-w28,2018,w28,Anuradhapura,BEETROOT,137.64
2018-w29,2018,w29,Anuradhapura,BEETROOT,122.5
2018-w30,2018,w30,Anuradhapura,BEETROOT,127.5
2018-w31,2018,w31,Anuradhapura,BEETROOT,118.5
2018-w32,2018,w32,Anuradhapura,BEETROOT,84.2
2018-w33,2018,w33,Anuradhapura,BEETROOT,70.7
2018-w34,2018,w34,Anuradhapura,BEETROOT,68.7
2018-w35,2018,w35,Anuradhapura,BEETROOT,48.8
2018-w36,2018,w36,Anuradhapura,BEETROOT,50.4
2018-w37,2018,w37,Anuradhapura,BEETROOT,45.8
2018-w38,2018,w38,Anuradhapura,BEETROOT,43.8
2018-w39,2018,w39,Anuradhapura,BEETROOT,41.2
2018-w40,2018,w40,Anuradhapura,BEETROOT,38.7
2018-w41,2018,w41,Anuradhapura,BEETROOT,36.8
2018-w42,2018,w42,Anuradhapura,BEETROOT,39.4
2018-w43,2018,w43,Anuradhapura,BEETROOT,50.1
2018-w44,2018,w44,Anuradhapura,BEETROOT,91.5
2018-w45,2018,w45,Anuradhapura,BEETROOT,86.4
2018-w46,2018,w46,Anuradhapura,BEETROOT,95.0
2018-w47,2018,w47,Anuradhapura,BEETROOT,110.5
2018-w48,2018,w48,Anuradhapura,BEETROOT,143.38
2018-w49,2018,w49,Anuradhapura,BEETROOT,135.0
2018-w50,2018,w50,Anuradhapura,BEETROOT,136.5
2018-w51,2018,w51,Anuradhapura,BEETROOT,130.62
2018-w52,2018,w52,Anuradhapura,BEETROOT,126.62
2019-w1,2019,w1,Anuradhapura,BEETROOT,86.5
2019-w2,2019,w2,Anuradhapura,BEETROOT,76.84
2019-w3,2019,w3,Anuradhapura,BEETROOT,67.88
2019-w4,2019,w4,Anuradhapura,BEETROOT,50.0
2019-w5,2019,w5,Anuradhapura,BEETROOT,31.0
2019-w6,2019,w6,Anuradhapura,BEETROOT,16.3
2019-w7,2019,w7,Anuradhapura,BEETROOT,18.7
2019-w8,2019,w8,Anuradhapura,BEETROOT,22.7
2019-w9,2019,w9,Anuradhapura,BEETROOT,31.1
2019-w10,2019,w10,Anuradhapura,BEETROOT,34.0
2019-w11,2019,w11,Anuradhapura,BEETROOT,38.3
2019-w12,2019,w12,Anuradhapura,BEETROOT,43.9
2019-w13,2019,w13,Anuradhapura,BEETROOT,45.9
2019-w14,2019,w14,Anuradhapura,BEETROOT,47.1
2019-w15,2019,w15,Anuradhapura,BEETROOT,46.9
2019-w16,2019,w16,Anuradhapura,BEETROOT,49.4
2019-w17,2019,w17,Anuradhapura,BEETROOT,45.9
2019-w18,2019,w18,Anuradhapura,BEETROOT,47.6
2019-w19,2019,w19,Anuradhapura,BEETROOT,61.7
2019-w20,2019,w20,Anuradhapura,BEETROOT,82.0
2019-w21,2019,w21,Anuradhapura,BEETROOT,69.4
2019-w22,2019,w22,Anuradhapura,BEETROOT,63.9
2019-w23,2019,w23,Anuradhapura,BEETROOT,49.7
2019-w24,2019,w24,Anuradhapura,BEETROOT,50.1
2019-w25,2019,w25,Anuradhapura,BEETROOT,48.3
2019-w26,2019,w26,Anuradhapura,BEETROOT,50.2
2019-w27,2019,w27,Anuradhapura,BEETROOT,59.2
2019-w28,2019,w28,Anuradhapura,BEETROOT,64.6
2019-w29,2019,w29,Anuradhapura,BEETROOT,50.6
2019-w30,2019,w30,Anuradhapura,BEETROOT,54.3
2019-w31,2019,w31,Anuradhapura,BEETROOT,44.7
2019-w32,2019,w32,Anuradhapura,BEETROOT,39.2
2019-w33,2019,w33,Anuradhapura,BEETROOT,41.5
2019-w34,2019,w34,Anuradhapura,BEETROOT,43.1
2019-w35,2019,w35,Anuradhapura,BEETROOT,52.2
2019-w36,2019,w36,Anuradhapura,BEETROOT,53.8
2019-w37,2019,w37,Anuradhapura,BEETROOT,61.9
2019-w38,2019,w38,Anuradhapura,BEETROOT,56.9
2019-w39,2019,w39,Anuradhapura,BEETROOT,55.9
2019-w40,2019,w40,Anuradhapura,BEETROOT,47.3
2019-w41,2019,w41,Anuradhapura,BEETROOT,56.9
2019-w42,2019,w42,Anuradhapura,BEETROOT,52.4
2019-w43,2019,w43,Anuradhapura,BEETROOT,64.8
2019-w44,2019,w44,Anuradhapura,BEETROOT,86.0
2019-w45,2019,w45,Anuradhapura,BEETROOT,108.0
2019-w46,2019,w46,Anuradhapura,BEETROOT,140.0
2019-w47,2019,w47,Anuradhapura,BEETROOT,107.1
2019-w48,2019,w48,Anuradhapura,BEETROOT,122.5
2019-w49,2019,w49,Anuradhapura,BEETROOT,129.5
2019-w50,2019,w50,Anuradhapura,BEETROOT,156.5
2019-w51,2019,w51,Anuradhapura,BEETROOT,146.25
2019-w52,2019,w52,Anuradhapura,BEETROOT,171.75
2013-w1,2013,w1,Anuradhapura,BRINJALS,43.33
2013-w2,2013,w2,Anuradhapura,BRINJALS,43.33
2013-w3,2013,w3,Anuradhapura,BRINJALS,145.0
2013-w4,2013,w4,Anuradhapura,BRINJALS,145.0
2013-w5,2013,w5,Anuradhapura,BRINJALS,135.0
2013-w6,2013,w6,Anuradhapura,BRINJALS,22.5
2013-w7,2013,w7,Anuradhapura,BRINJALS,22.5
2013-w8,2013,w8,Anuradhapura,BRINJALS,22.5
2013-w9,2013,w9,Anuradhapura,BRINJALS,52.5
2013-w10,2013,w10,Anuradhapura,BRINJALS,52.5
2013-w11,2013,w11,Anuradhapura,BRINJALS,32.5
2013-w12,2013,w12,Anuradhapura,BRINJALS,32.5
2013-w13,2013,w13,Anuradhapura,BRINJALS,32.5
2013-w14,2013,w14,Anuradhapura,BRINJALS,32.5
2013-w15,2013,w15,Anuradhapura,BRINJALS,32.5
2013-w16,2013,w16,Anuradhapura,BRINJALS,32.5
2013-w17,2013,w17,Anuradhapura,BRINJALS,32.5
2013-w18,2013,w18,Anuradhapura,BRINJALS,16.5
2013-w19,2013,w19,Anuradhapura,BRINJALS,16.5
2013-w20,2013,w20,Anuradhapura,BRINJALS,16.5
2013-w21,2013,w21,Anuradhapura,BRINJALS,19.0
2013-w22,2013,w22,Anuradhapura,BRINJALS,19.5
2013-w23,2013,w23,Anuradhapura,BRINJALS,20.0
2013-w24,2013,w24,Anuradhapura,BRINJALS,30.0
2013-w25,2013,w25,Anuradhapura,BRINJALS,25.0
2013-w26,2013,w26,Anuradhapura,BRINJALS,13.5
2013-w27,2013,w27,Anuradhapura,BRINJALS,13.5
2013-w28,2013,w28,Anuradhapura,BRINJALS,13.5
2013-w29,2013,w29,Anuradhapura,BRINJALS,16.5
2013-w30,2013,w30,Anuradhapura,BRINJALS,19.0
2013-w31,2013,w31,Anuradhapura,BRINJALS,19.0
2013-w32,2013,w32,Anuradhapura,BRINJALS,19.0
2013-w33,2013,w33,Anuradhapura,BRINJALS,19.0
2013-w34,2013,w34,Anuradhapura,BRINJALS,19.0
2013-w35,2013,w35,Anuradhapura,BRINJALS,19.0
2013-w36,2013,w36,Anuradhapura,BRINJALS,19.0
2013-w37,2013,w37,Anuradhapura,BRINJALS,19.0
2013-w38,2013,w38,Anuradhapura,BRINJALS,19.0
2013-w39,2013,w39,Anuradhapura,BRINJALS,19.0
2013-w40,2013,w40,Anuradhapura,BRINJALS,19.0
2013-w41,2013,w41,Anuradhapura,BRINJALS,19.0
2013-w42,2013,w42,Anuradhapura,BRINJALS,22.5
2013-w43,2013,w43,Anuradhapura,BRINJALS,22.5
2013-w44,2013,w44,Anuradhapura,BRINJALS,22.5
2013-w45,2013,w45,Anuradhapura,BRINJALS,22.5
2013-w46,2013,w46,Anuradhapura,BRINJALS,22.5
2013-w47,2013,w47,Anuradhapura,BRINJALS,17.5
2013-w48,2013,w48,Anuradhapura,BRINJALS,17.5
2013-w49,2013,w49,Anuradhapura,BRINJALS,19.0
2013-w50,2013,w50,Anuradhapura,BRINJALS,19.0
2013-w51,2013,w51,Anuradhapura,BRINJALS,19.0
2013-w52,2013,w52,Anuradhapura,BRINJALS,32.5
2014-w1,2014,w1,Anuradhapura,BRINJALS,20.0
2014-w2,2014,w2,Anuradhapura,BRINJALS,20.0
2014-w3,2014,w3,Anuradhapura,BRINJALS,22.5
2014-w4,2014,w4,Anuradhapura,BRINJALS,21.5
2014-w5,2014,w5,Anuradhapura,BRINJALS,31.0
2014-w6,2014,w6,Anuradhapura,BRINJALS,25.0
2014-w7,2014,w7,Anuradhapura,BRINJALS,22.5
2014-w8,2014,w8,Anuradhapura,BRINJALS,13.5
2014-w9,2014,w9,Anuradhapura,BRINJALS,11.0
2014-w10,2014,w10,Anuradhapura,BRINJALS,11.0
2014-w11,2014,w11,Anuradhapura,BRINJALS,17.5
2014-w12,2014,w12,Anuradhapura,BRINJALS,23.0
2014-w13,2014,w13,Anuradhapura,BRINJALS,37.5
2014-w14,2014,w14,Anuradhapura,BRINJALS,37.5
2014-w15,2014,w15,Anuradhapura,BRINJALS,27.0
2014-w16,2014,w16,Anuradhapura,BRINJALS,16.5
2014-w17,2014,w17,Anuradhapura,BRINJALS,12.5
2014-w18,2014,w18,Anuradhapura,BRINJALS,13.5
2014-w19,2014,w19,Anuradhapura,BRINJALS,21.0
2014-w20,2014,w20,Anuradhapura,BRINJALS,26.5
2014-w21,2014,w21,Anuradhapura,BRINJALS,31.0
2014-w22,2014,w22,Anuradhapura,BRINJALS,36.5
2014-w23,2014,w23,Anuradhapura,BRINJALS,36.5
2014-w24,2014,w24,Anuradhapura,BRINJALS,45.0
2014-w25,2014,w25,Anuradhapura,BRINJALS,32.5
2014-w26,2014,w26,Anuradhapura,BRINJALS,35.0
2014-w27,2014,w27,Anuradhapura,BRINJALS,42.5
2014-w28,2014,w28,Anuradhapura,BRINJALS,35.5
2014-w29,2014,w29,Anuradhapura,BRINJALS,32.5
2014-w30,2014,w30,Anuradhapura,BRINJALS,30.0
2014-w31,2014,w31,Anuradhapura,BRINJALS,29.0
2014-w32,2014,w32,Anuradhapura,BRINJALS,23.0
2014-w33,2014,w33,Anuradhapura,BRINJALS,19.0
2014-w34,2014,w34,Anuradhapura,BRINJALS,21.0
2014-w35,2014,w35,Anuradhapura,BRINJALS,26.25
2014-w36,2014,w36,Anuradhapura,BRINJALS,31.5
2014-w37,2014,w37,Anuradhapura,BRINJALS,39.0
2014-w38,2014,w38,Anuradhapura,BRINJALS,39.0
2014-w39,2014,w39,Anuradhapura,BRINJALS,44.0
2014-w40,2014,w40,Anuradhapura,BRINJALS,46.5
2014-w41,2014,w41,Anuradhapura,BRINJALS,46.5
2014-w42,2014,w42,Anuradhapura,BRINJALS,51.5
2014-w43,2014,w43,Anuradhapura,BRINJALS,56.5
2014-w44,2014,w44,Anuradhapura,BRINJALS,41.5
2014-w45,2014,w45,Anuradhapura,BRINJALS,45.5
2014-w46,2014,w46,Anuradhapura,BRINJALS,34.0
2014-w47,2014,w47,Anuradhapura,BRINJALS,28.5
2014-w48,2014,w48,Anuradhapura,BRINJALS,46.5
2014-w49,2014,w49,Anuradhapura,BRINJALS,52.5
2014-w50,2014,w50,Anuradhapura,BRINJALS,71.5
2014-w51,2014,w51,Anuradhapura,BRINJALS,87.5
2014-w52,2014,w52,Anuradhapura,BRINJALS,125.0
2015-w1,2015,w1,Anuradhapura,BRINJALS,157.5
2015-w2,2015,w2,Anuradhapura,BRINJALS,125.0
2015-w3,2015,w3,Anuradhapura,BRINJALS,155.0
2015-w4,2015,w4,Anuradhapura,BRINJALS,97.5
2015-w5,2015,w5,Anuradhapura,BRINJALS,47.5
2015-w6,2015,w6,Anuradhapura,BRINJALS,22.5
2015-w7,2015,w7,Anuradhapura,BRINJALS,16.5
2015-w8,2015,w8,Anuradhapura,BRINJALS,17.5
2015-w9,2015,w9,Anuradhapura,BRINJALS,35.0
2015-w10,2015,w10,Anuradhapura,BRINJALS,16.5
2015-w11,2015,w11,Anuradhapura,BRINJALS,23.5
2015-w12,2015,w12,Anuradhapura,BRINJALS,19.0
2015-w13,2015,w13,Anuradhapura,BRINJALS,7.0
2015-w14,2015,w14,Anuradhapura,BRINJALS,9.0
2015-w15,2015,w15,Anuradhapura,BRINJALS,10.0
2015-w16,2015,w16,Anuradhapura,BRINJALS,11.0
2015-w17,2015,w17,Anuradhapura,BRINJALS,11.0
2015-w18,2015,w18,Anuradhapura,BRINJALS,9.0
2015-w19,2015,w19,Anuradhapura,BRINJALS,17.5
2015-w20,2015,w20,Anuradhapura,BRINJALS,27.5
2015-w21,2015,w21,Anuradhapura,BRINJALS,32.5
2015-w22,2015,w22,Anuradhapura,BRINJALS,27.5
